         11977072 function calls (11799082 primitive calls) in 155.625 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 abstract_backend.py:1(<module>)
        3    0.000    0.000    0.000    0.000 __init__.py:260(method)
        1    0.000    0.000    0.000    0.000 kernel_approximation.py:421(SkewedChi2Sampler)
        1    0.000    0.000    0.000    0.000 parser.py:11(Parser)
        6    0.000    0.000    0.000    0.000 __init__.py:535(_check_cacher)
        4    0.000    0.000    0.000    0.000 _pep440.py:437(_cmpkey)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:3771(erlang_gen)
       11    0.000    0.000    0.000    0.000 _ridge.py:1208(__init__)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1924(IPv6Address)
        1    0.000    0.000    0.000    0.000 project.py:59(Project)
       40    0.000    0.000    0.000    0.000 shellapp.py:134(__getattribute__)
       81    0.000    0.000    0.000    0.000 series.py:663(_constructor)
       16    0.000    0.000    0.000    0.000 config.py:208(__setitem__)
        1    0.000    0.000    0.000    0.000 _namespace_utils.py:143(NsResolver)
        1    0.000    0.000    0.000    0.000 dtypes.py:155(CategoricalDtype)
        1    0.000    0.000    0.000    0.000 _new_distributions.py:127(StandardNormal)
        1    0.000    0.000    0.000    0.000 _generator.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _linalg.py:87(EighResult)
        3    0.000    0.000    0.000    0.000 {built-in method _csv.register_dialect}
        1    0.000    0.000    0.000    0.000 builtin_scorers.py:2324(ConversationCompleteness)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:6708(loglaplace_gen)
        2    0.000    0.000    0.000    0.000 fnmatch.py:157(_join_translated_parts)
        2    0.000    0.000    0.000    0.000 charset.py:206(__init__)
      118    0.000    0.000    0.000    0.000 multiarray.py:600(can_cast)
        1    0.000    0.000    0.000    0.000 events.py:666(BaseDefaultEventLoopPolicy)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:10459(truncpareto_gen)
        1    0.000    0.000    0.000    0.000 base.py:16(BaseOverSampler)
        1    0.000    0.000    0.000    0.000 parser_cache.py:1(<module>)
       21    0.000    0.000    0.000    0.000 cast.py:1474(<genexpr>)
        1    0.000    0.000    0.000    0.000 langfuse.py:1(<module>)
        1    0.000    0.000    0.000    0.000 numpy_.py:51(NumpyExtensionArray)
        1    0.000    0.000    0.000    0.000 chat.py:9(TextContentPart)
        6    0.000    0.000    0.000    0.000 uuid.py:283(__str__)
        2    0.000    0.000    0.000    0.000 core.py:3923(_generateDefaultName)
        2    0.000    0.000    0.000    0.000 util.py:201(find_left_clause_to_join_from)
        1    0.000    0.000    0.000    0.000 compilerop.py:69(CachingCompiler)
       18    0.000    0.000    0.000    0.000 expatbuilder.py:786(end_element_handler)
        1    0.000    0.000    0.000    0.000 base.py:100(__init__)
       32    0.000    0.000    0.000    0.000 context.py:1239(<genexpr>)
       73    0.000    0.000    0.000    0.000 relationships.py:1741(<genexpr>)
        1    0.000    0.000    0.000    0.000 futures.py:30(Future)
        2    0.000    0.000    0.000    0.000 scanner.py:371(fetch_stream_end)
        6    0.000    0.000    0.000    0.000 core.py:217(_recursive_fill_value)
        1    0.000    0.000    0.000    0.000 builtin_scorers.py:2562(ConversationalRoleAdherence)
       13    0.000    0.000    0.000    0.000 magic_arguments.py:201(real_name)
        1    0.000    0.000    0.000    0.000 artifact_repo.py:75(ArtifactRepository)
        1    0.000    0.000    0.000    0.000 quiver.py:277(QuiverKey)
        1    0.000    0.000    0.000    0.000 attributes.py:509(InstrumentedAttribute)
      108    0.000    0.000    0.000    0.000 _internal.py:619(next)
        8    0.000    0.000    0.000    0.000 base.py:1498(embedded)
        2    0.000    0.000    0.000    0.000 <frozen genericpath>:84(getsize)
        1    0.000    0.000    0.000    0.000 uc_oss_rest_store.py:72(UnityCatalogOssStore)
        1    0.000    0.000    0.000    0.000 axis.py:37(Tick)
        1    0.000    0.000    0.000    0.000 2b4d017a5e9b_add_model_registry_tables_to_db.py:1(<module>)
       41    0.000    0.000    0.000    0.000 textwrap.py:112(__init__)
       58    0.000    0.000    0.000    0.000 instrumentation.py:493(get_impl)
        2    0.000    0.000    0.000    0.000 fluent.py:353(__init__)
        1    0.000    0.000    0.000    0.000 diff.py:115(WDiffLexer)
        1    0.000    0.000    0.000    0.000 html.py:629(VueLexer)
        1    0.000    0.000    0.000    0.000 base.py:1436(SQLiteCompiler)
        1    0.000    0.000    0.000    0.000 ultratb.py:116(ListTB)
       12    0.000    0.000    0.000    0.000 filters.py:369(decorator)
        8    0.000    0.000    0.000    0.000 queues.py:208(__getstate__)
        4    0.000    0.000    0.000    0.000 readers.py:1674(_check_file_or_buffer)
       12    0.000    0.000    0.000    0.000 dataset_source_registry.py:119(register_dataset_source)
        1    0.000    0.000    0.000    0.000 builtin_scorers.py:2403(ConversationalSafety)
        1    0.000    0.000    0.000    0.000 collections.py:2135(TriMesh)
        3    0.000    0.000    0.000    0.000 base.py:225(_create_singleton)
       66    0.000    0.000    0.000    0.000 mapper.py:2651(_has_aliased_polymorphic_fromclause)
      168    0.000    0.000    0.000    0.000 traitlets.py:2982(subclass_init)
        1    0.000    0.000    0.000    0.000 _tzpath.py:36(_parse_python_tzpath)
        2    0.000    0.000    0.000    0.000 rcsetup.py:446(validate_whiskers)
        1    0.000    0.000    0.000    0.000 iterable.py:196(Sequence)
        2    0.000    0.000    0.000    0.000 <frozen codecs>:429(__init__)
        1    0.000    0.000    0.000    0.000 _bagging.py:741(BaggingClassifier)
        3    0.000    0.000    0.000    0.000 _discriminated_union.py:389(_infer_discriminator_values_for_model_choice)
        2    0.000    0.000    0.000    0.000 arrayprint.py:577(decorating_function)
       44    0.000    0.000    0.000    0.000 error.py:6(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:196(LFUCache)
        1    0.000    0.000    0.000    0.000 expr.py:339(BaseExprVisitor)
        1    0.000    0.000    0.000    0.000 collections.py:1967(EllipseCollection)
        1    0.000    0.000    0.000    0.000 base.py:264(InspectionAttrExtensionType)
       77    0.000    0.000    0.000    0.000 query.py:233(_propagate_attrs)
       64    0.000    0.000    0.000    0.000 _decorators.py:437(__init__)
       24    0.000    0.000    0.000    0.000 deprecation.py:97(deprecated)
        1    0.000    0.000    0.000    0.000 sftp_artifact_repo.py:24(_SftpPool)
        3    0.000    0.000    0.000    0.000 _coo.py:62(<genexpr>)
       21    0.000    0.000    0.000    0.000 model.py:68(_get_items)
        1    0.000    0.000    0.000    0.000 _common.py:19(package_to_anchor)
        1    0.000    0.000    0.000    0.000 _string_helpers.py:1(<module>)
        1    0.000    0.000    0.000    0.000 core.py:199(_lib_version)
        3    0.000    0.000    0.000    0.000 collections.py:1642(set_segments)
        1    0.000    0.000    0.000    0.000 queues.py:69(_reset)
        1    0.000    0.000    0.000    0.000 selectn.py:43(SelectN)
        1    0.000    0.000    0.000    0.000 version.py:91(_BaseVersion)
        1    0.000    0.000    0.000    0.000 _least_angle.py:1210(LassoLars)
        4    0.000    0.000    0.000    0.000 backend_bases.py:3261(update)
        1    0.000    0.000    0.000    0.000 url.py:737(_instantiate_plugins)
        1    0.000    0.000    0.000    0.000 reference.py:42(Reference)
        1    0.000    0.000    0.000    0.000 responses_helpers.py:397(ResponseTextDeltaEvent)
        1    0.000    0.000    0.000    0.000 databricks_notebook_context.py:1(<module>)
       64    0.000    0.000    0.000    0.000 _context.py:44(__init__)
        1    0.000    0.000    0.000    0.000 decorator.py:1(<module>)
        9    0.000    0.000    0.000    0.000 {method 'pop' of 'collections.OrderedDict' objects}
       20    0.000    0.000    0.000    0.000 _text.py:90(lower)
        4    0.000    0.000    0.000    0.000 {method 'replace' of 'datetime.datetime' objects}
        1    0.000    0.000    0.000    0.000 __init__.py:728(decorator)
        1    0.000    0.000    0.000    0.000 asyncexitstack.py:1(<module>)
        1    0.000    0.000    0.000    0.000 lisp.py:2547(XtlangLexer)
        1    0.000    0.000    0.000    0.000 ImageSequence.py:1(<module>)
        1    0.000    0.000    0.000    0.000 text.py:1500(TfidfTransformer)
        1    0.000    0.000    0.000    0.000 base.py:15(OtelSchemaTranslator)
        1    0.000    0.000    0.000    0.000 buf.py:1(<module>)
       41    0.000    0.000    0.000    0.000 relationships.py:1748(declarative_scan)
       18    0.000    0.000    0.000    0.000 minidom.py:514(items)
        1    0.000    0.000    0.000    0.000 _factories.py:26(__init__)
        2    0.000    0.000    0.000    0.000 _distribution_infrastructure.py:3652(_pxf_dispatch)
       77    0.000    0.000    0.000    0.000 traversals.py:706(visit_string)
        1    0.000    0.000    0.000    0.000 {built-in method time.gmtime}
        1    0.000    0.000    0.000    0.000 colorbar.py:1338(_normalize_location_orientation)
       52    0.000    0.000    0.000    0.000 _internal.py:623(__bool__)
        3    0.000    0.000    0.000    0.000 selectable.py:1559(_joincond_trim_constraints)
        1    0.000    0.000    0.000    0.000 tasks.py:71(Task)
        1    0.000    0.000    0.000    0.000 specifiers.py:356(BaseSpecifier)
       14    0.000    0.000    0.000    0.000 mapper.py:2722(_post_inspect)
       15    0.000    0.000    0.000    0.000 loader.py:219(_is_section_key)
        1    0.000    0.000    0.000    0.000 builtin_scorers.py:2735(_LastTurnKnowledgeRetention)
        2    0.000    0.000    0.000    0.000 _array_api.py:901(_convert_to_numpy)
        1    0.000    0.000    0.000    0.000 _elementwise_iterative_method.py:1(<module>)
        6    0.000    0.000    0.000    0.000 path_registry.py:331(coerce)
        2    0.000    0.000    0.000    0.000 clsregistry.py:232(_remove_item)
        2    0.000    0.000    0.000    0.000 utils.py:374(PercentileAggregate)
      110    0.000    0.000    0.000    0.000 backend_bases.py:721(restore)
        5    0.000    0.000    0.000    0.000 rcsetup.py:237(_validate_pathlike)
        1    0.000    0.000    0.000    0.000 google_adk.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:6469(logistic_gen)
        1    0.000    0.000    0.000    0.000 template.py:28(Template)
        1    0.000    0.000    0.000    0.000 open_inference.py:1(<module>)
        1    0.000    0.000    0.000    0.000 emacs_state.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _local.py:59(PurePath)
        1    0.000    0.000    0.000    0.000 otel_metrics.py:1(<module>)
        1    0.000    0.000    0.000    0.000 context.py:17(AbstractContext)
       18    0.000    0.000    0.000    0.000 ticker.py:2002(__init__)
      128    0.000    0.000    0.000    0.000 text_encoding.py:11(_AsciiIsPrint)
      110    0.000    0.000    0.000    0.000 metric.py:49(timestamp)
        1    0.000    0.000    0.000    0.000 default_context.py:1(<module>)
        1    0.000    0.000    0.000    0.000 collections.py:2224(__init__)
        1    0.000    0.000    0.000    0.000 base_value.py:332(_ValueWrapperBase)
       42    0.000    0.000    0.000    0.000 compiler.py:2152(<genexpr>)
       68    0.000    0.000    0.000    0.000 type_api.py:1680(impl_instance)
       52    0.000    0.000    0.000    0.000 argparse.py:197(_dedent)
        1    0.000    0.000    0.000    0.000 cookies.py:236(Morsel)
        1    0.000    0.000    0.000    0.000 _parser.py:1373(_result)
        1    0.000    0.000    0.000    0.000 grouper.py:66(Grouper)
        1    0.000    0.000    0.000    0.000 jvm.py:545(GroovyLexer)
        1    0.000    0.000    0.000    0.000 _regression.py:275(RadiusNeighborsRegressor)
        1    0.000    0.000    0.000    0.000 _sparse_pca.py:342(MiniBatchSparsePCA)
        1    0.000    0.000    0.000    0.000 _search_successive_halving.py:722(HalvingRandomSearchCV)
        2    0.000    0.000    0.000    0.000 cursor.py:2244(_fetchiter_impl)
        1    0.000    0.000    0.000    0.000 rewriter.py:33(Rewriter)
        1    0.000    0.000    0.000    0.000 random.py:295(randrange)
        6    0.000    0.000    0.000    0.000 decl_api.py:1357(_recurse_with_dependents)
        8    0.000    0.000    0.000    0.000 events.py:37(__init__)
        1    0.000    0.000    0.000    0.000 PngImagePlugin.py:339(add_text)
       20    0.000    0.000    0.000    0.000 attr.py:523(__iter__)
       45    0.000    0.000    0.000    0.000 {built-in method math.log10}
        4    0.000    0.000    0.000    0.000 _policybase.py:60(clone)
        1    0.000    0.000    0.000    0.000 parsing.py:1(<module>)
        1    0.000    0.000    0.000    0.000 document.py:77(Document)
        1    0.000    0.000    0.000    0.000 _coo.py:28(_coo_base)
        1    0.000    0.000    0.000    0.000 inference.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:10886(uniform_gen)
       45    0.000    0.000    0.000    0.000 axis.py:713(<genexpr>)
        1    0.000    0.000    0.000    0.000 __init__.py:352(Distribution)
       41    0.000    0.000    0.000    0.000 {built-in method time.perf_counter}
        1    0.000    0.000    0.000    0.000 base64.py:51(b64encode)
        6    0.000    0.000    0.000    0.000 _dispatcher.py:116(is_numpy_c_ordered)
        1    0.000    0.000    0.000    0.000 gridspec.py:466(__init__)
        2    0.000    0.000    0.000    0.000 langhelpers.py:1239(memoized_instancemethod)
       46    0.000    0.000    0.000    0.000 managers.py:246(items)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:9182(reciprocal_gen)
        4    0.000    0.000    0.000    0.000 _distribution_infrastructure.py:2076(_num_parameters)
        3    0.000    0.000    0.000    0.000 threading.py:1492(_register_atexit)
        1    0.000    0.000    0.000    0.000 align.py:68(_filter_special_cases)
        1    0.000    0.000    0.000    0.000 __init__.py:402(Distribution)
        2    0.000    0.000    0.000    0.000 parallel.py:205(decorator)
        2    0.000    0.000    0.000    0.000 spines.py:555(from_dict)
        4    0.000    0.000    0.000    0.000 version.py:619(__le__)
       52    0.000    0.000    0.000    0.000 backend_agg.py:258(points_to_pixels)
